Location ID,Practice Name,extracted_postcode,display_address,lat,lon,geocode_precision,admin_district,City / Town,Region,ASM Name,Area,Nation
,"46 BRADBURY PLACE, BELFAST",BT7 1RU,"46 BRADBURY PLACE, BELFAST, BT7 1RU",54.588287,-5.934894,exact,Belfast,,,,,Northern Ireland
,"218 ORMEAU RD, BELFAST",BT7 2FY,"218 ORMEAU RD, BELFAST, BT7 2FY",54.579023,-5.919137,exact,Belfast,,,,,Northern Ireland
,"324 ORMEAU ROAD, BELFAST",BT7 2GE,"324 ORMEAU ROAD, BELFAST, BT7 2GE",54.575248,-5.916437,exact,Belfast,,,,,Northern Ireland
,"479 ORMEAU ROAD, BELFAST",BT7 3GR,"479 ORMEAU ROAD, BELFAST, BT7 3GR",54.574124,-5.916386,exact,Belfast,,,,,Northern Ireland
,"380 ORMEAU ROAD, BELFAST",BT7 3HX,"380 ORMEAU ROAD, BELFAST, BT7 3HX",54.569466,-5.913593,exact,Belfast,,,,,Northern Ireland
,"95 SAINTFIELD ROAD, BELFAST",BT8 7HN,"95 SAINTFIELD ROAD, BELFAST, BT8 7HN",54.557238,-5.908915,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,"1 MOUNT ORIEL, BELFAST",BT8 7HR,"1 MOUNT ORIEL, BELFAST, BT8 7HR",54.559292,-5.909769,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,CHURCH ROAD DENTAL CARE,BT8 8DT,"29 CHURCH ROAD, CARRYDUFF, BT8 8DT",54.515415,-5.88588,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,"6 THE CRESCENT, BELFAST",BT8 8DW,"6 THE CRESCENT, BELFAST, BT8 8DW",54.517199,-5.886684,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,MALONE DENTAL,BT9 5BS,"54 MALONE ROAD, BELFAST, BT9 5BS",54.57897,-5.939124,exact,Belfast,,,,,Northern Ireland
,"60 MALONE ROAD, BELFAST",BT9 5BT,"60 MALONE ROAD, BELFAST, BT9 5BT",54.578,-5.940178,exact,Belfast,,,,,Northern Ireland
,"33 CHLORINE GARDENS, BELFAST",BT9 5DL,"33 CHLORINE GARDENS, BELFAST, BT9 5DL",54.579187,-5.93605,exact,Belfast,,,,,Northern Ireland
,"1A LOCKVIEW ROAD, BELFAST",BT9 5FH,"1A LOCKVIEW ROAD, BELFAST, BT9 5FH",54.573014,-5.93129,exact,Belfast,,,,,Northern Ireland
,"15 WINDSOR AVENUE, BELFAST",BT9 6EE,"15 WINDSOR AVENUE, BELFAST, BT9 6EE",54.580123,-5.946676,exact,Belfast,,,,,Northern Ireland
,"424 LISBURN ROAD, BELFAST",BT9 6GN,"424 LISBURN ROAD, BELFAST, BT9 6GN",54.571935,-5.960326,exact,Belfast,,,,,Northern Ireland
,"434 LISBURN ROAD, BELFAST",BT9 6GR,"434 LISBURN ROAD, BELFAST, BT9 6GR",54.570844,-5.962236,exact,Belfast,,,,,Northern Ireland
,"438 LISBURN ROAD, BELFAST",BT9 6GR,"438 LISBURN ROAD, BELFAST, BT9 6GR",54.570844,-5.962236,exact,Belfast,,,,,Northern Ireland
,KENNEDY ORTHODONTICS,BT9 7EX,"2ND FLOOR BEDECK BUILDING, 465 LISBURN ROAD, BELFAST, BT9 7EX",54.572129261460034,-5.949981794567067,outcode_fallback,,,,,,Northern Ireland
,RATHGAR HOUSE,BT9 7EZ,"2 RATHGAR STREET, BELFAST, BT9 7EZ",54.577262,-5.953347,exact,Belfast,,,,,Northern Ireland
,NI DENTAL CARE,BT9 7GT,"639 LISBURN RD, BELFAST, BT9 7GT",54.573688,-5.95829,exact,Belfast,,,,,Northern Ireland
,"103 MAIN STREET, CRUMLIN",BT29 4UU,"103 MAIN STREET, CRUMLIN, BT29 4UU",54.620408,-6.218664,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,GLENGORMLEY DENTAL UNIT 1-3,BT36 5EQ,"350 ANTRIM ROAD, GLENGORMLEY, BT36 5EQ",54.672042,-5.960146,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"2 PORTLAND AVENUE, GLENGORMLEY",BT36 5EY,"2 PORTLAND AVENUE, GLENGORMLEY, BT36 5EY",54.672135,-5.958188,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"6 PORTLAND AVENUE, NEWTOWNABBEY,",BT36 5EY,"6 PORTLAND AVENUE, NEWTOWNABBEY,, BT36 5EY",54.672135,-5.958188,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"5 HIGHTOWN ROAD, GLENGORMLEY",BT36 7TZ,"5 HIGHTOWN ROAD, GLENGORMLEY, BT36 7TZ",54.670332,-5.961612,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"22 HIGHTOWN ROAD, GLENGORMLEY",BT36 7UA,"22 HIGHTOWN ROAD, GLENGORMLEY, BT36 7UA",54.670248,-5.960856,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"105 MONKSTOWN ROAD, MONKSTOWN, NEWTOWNABBEY",BT37 0LG,"105 MONKSTOWN ROAD, MONKSTOWN, NEWTOWNABBEY, BT37 0LG",54.692177,-5.917366,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"1A LOUGHSHORE COURTYARD, 630 SHORE ROAD, WHITEABBEY",BT37 0SN,"1A LOUGHSHORE COURTYARD, 630 SHORE ROAD, WHITEABBEY, BT37 0SN",54.67697,-5.892732,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"138 DOAGH ROAD, NEWTOWNABBEY",BT37 9QR,"138 DOAGH ROAD, NEWTOWNABBEY, BT37 9QR",54.671599,-5.914652,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"292 SHORE ROAD, NEWTOWNABBEY",BT37 9RW,"292 SHORE ROAD, NEWTOWNABBEY, BT37 9RW",54.659976,-5.908599,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,THE DE COURCEY DENTAL PRACTICE,BT38 7AB,"UNIT 3 LANCASTRIAN STREET, CARRICKFERGUS, BT38 7AB",54.715835,-5.806892,exact,Mid and East Antrim,,,,,Northern Ireland
,"22 NORTH STREET, CARRICKFERGUS",BT38 7AQ,"22 NORTH STREET, CARRICKFERGUS, BT38 7AQ",54.715303,-5.807324,exact,Mid and East Antrim,,,,,Northern Ireland
,"22 WEST STREET, CARRICKFERGUS",BT38 7AR,"22 WEST STREET, CARRICKFERGUS, BT38 7AR",54.714608,-5.808634,exact,Mid and East Antrim,,,,,Northern Ireland
,"51 VICTORIA ROAD, CARRICKFERGUS",BT38 7JJ,"51 VICTORIA ROAD, CARRICKFERGUS, BT38 7JJ",54.724339,-5.793284,exact,Mid and East Antrim,,,,,Northern Ireland
,"19 ST BRIDES STREET, CARRICKFERGUS",BT38 8AF,"19 ST BRIDES STREET, CARRICKFERGUS, BT38 8AF",54.716785,-5.807803,exact,Mid and East Antrim,,,,,Northern Ireland
,"50 STATION ROAD, GREENISLAND",BT38 8TP,"50 STATION ROAD, GREENISLAND, BT38 8TP",54.69424,-5.865063,exact,Mid and East Antrim,,,,,Northern Ireland
,"14 MARINE PARADE, WHITEHEAD",BT38 9QP,"14 MARINE PARADE, WHITEHEAD, BT38 9QP",54.752089,-5.708759,exact,Mid and East Antrim,,,,,Northern Ireland
,"1 TEMPLEWELL, TEMPLEPATRICK",BT39 0AB,"1 TEMPLEWELL, TEMPLEPATRICK, BT39 0AB",54.703372,-6.094203,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"22 DOAGH ROAD, BALLYCLARE",BT39 9BG,"22 DOAGH ROAD, BALLYCLARE, BT39 9BG",54.751321,-6.00478,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"30 RASHEE ROAD, BALLYCLARE",BT39 9HJ,"30 RASHEE ROAD, BALLYCLARE, BT39 9HJ",54.754263,-6.002289,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"137 OLD GLENARM ROAD, LARNE",BT40 1NH,"137 OLD GLENARM ROAD, LARNE, BT40 1NH",54.857533,-5.815605,exact,Mid and East Antrim,,,,,Northern Ireland
,MORRISON FAMILY DENTAL CARE,BT40 1QX,"11 THE RODDENS, LARNE, BT40 1QX",54.852902,-5.821929,exact,Mid and East Antrim,,,,,Northern Ireland
,"14 VICTORIA ROAD, LARNE",BT40 1RN,"14 VICTORIA ROAD, LARNE, BT40 1RN",54.853229,-5.817598,exact,Mid and East Antrim,,,,,Northern Ireland
,"11 VICTORIA ROAD, LARNE",BT40 1RT,"11 VICTORIA ROAD, LARNE, BT40 1RT",54.852726,-5.818622,exact,Mid and East Antrim,,,,,Northern Ireland
,CLEAR DENTAL,BT41 1LZ,"1 FOUNTAIN HILL, ANTRIM, BT41 1LZ",54.721008,-6.195675,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"13 BELFAST ROAD, ANTRIM,",BT41 1NY,"13 BELFAST ROAD, ANTRIM,, BT41 1NY",54.711478,-6.204323,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,THE HEALTH CENTRE,BT41 3AE,"3 NEILLSBROOK ROAD, RANDALSTOWN, BT41 3AE",54.751984,-6.319941,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"53 MAIN STREET, RANDALSTOWN",BT41 3BB,"53 MAIN STREET, RANDALSTOWN, BT41 3BB",54.750283,-6.321673,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,TOOME HOUSE,BT41 3TF,"55 MAIN STREET, TOOMEBRIDGE, BT41 3TF",54.753529,-6.462142,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,"15A MARKET SQUARE, ANTRIM",BT41 4AW,"15A MARKET SQUARE, ANTRIM, BT41 4AW",54.714889,-6.221196,exact,Antrim and Newtownabbey,,,,,Northern Ireland
,MAINE DENTAL PRACTICE,BT42 1GP,"14B OLD MILL PARK, CULLYBACKEY, BT42 1GP",54.888056,-6.356001,exact,Mid and East Antrim,,,,,Northern Ireland
,THE COURTYARD BUSINESS PARK,BT42 1HL,"GALGORM CASTLE, BALLYMENA, BT42 1HL",54.856524,-6.316173,exact,Mid and East Antrim,,,,,Northern Ireland
,"6 HENRY STREET, BALLYMENA",BT42 3AH,"6 HENRY STREET, BALLYMENA, BT42 3AH",54.861234,-6.277227,exact,Mid and East Antrim,,,,,Northern Ireland
,DALRIADA URGENT CARE,BT42 3GA,"DENTAL DEPARTMENT, 20 LARNE LINK ROAD BALLYMENA, BT42 3GA",54.856349,-6.26166,exact,Mid and East Antrim,,,,,Northern Ireland
,"43 BALLYLESSON ROAD, BALLYMENA",BT42 3HW,"43 BALLYLESSON ROAD, BALLYMENA, BT42 3HW",54.836298,-6.259254,exact,Mid and East Antrim,,,,,Northern Ireland
,"25 MAIN STREET, BROUGHSHANE",BT42 4JW,"25 MAIN STREET, BROUGHSHANE, BT42 4JW",54.893195,-6.207451,exact,Mid and East Antrim,,,,,Northern Ireland
,"25 LINENHALL STREET, BALLYMENA",BT43 5AJ,"25 LINENHALL STREET, BALLYMENA, BT43 5AJ",54.864165,-6.277382,exact,Mid and East Antrim,,,,,Northern Ireland
,PENTAGON HOUSE,BT43 5AP,"19 GEORGE STREET, BALLYMENA, BT43 5AP",54.865065,-6.278761,exact,Mid and East Antrim,,,,,Northern Ireland
,"14 BALLYMONEY ROAD, BALLYMENA",BT43 5BY,"14 BALLYMONEY ROAD, BALLYMENA, BT43 5BY",54.867911,-6.280541,exact,Mid and East Antrim,,,,,Northern Ireland
,ORTHOPLUS,BT43 5BY,"12 BALLYMONEY ROAD, BALLYMENA, BT43 5BY",54.867911,-6.280541,exact,Mid and East Antrim,,,,,Northern Ireland
,"13-15 DUKE STREET, BALLYMENA",BT43 6BL,"13-15 DUKE STREET, BALLYMENA, BT43 6BL",54.868416,-6.278167,exact,Mid and East Antrim,,,,,Northern Ireland
,SLEMISH DC & AESTHETICS,BT43 6EB,"20 BROUGHSHANE STREET, BALLYMENA, BT43 6EB",54.867226,-6.27342,exact,Mid and East Antrim,,,,,Northern Ireland
,"73/75 BROUGHSHANE STREET, BALLYMENA",BT43 6EB,"73/75 BROUGHSHANE STREET, BALLYMENA, BT43 6EB",54.867226,-6.27342,exact,Mid and East Antrim,,,,,Northern Ireland
,BALLYMENA DENTAL CARE,BT43 6EE,"125 BROUGHSHANE STREET, BALLYMENA, BT43 6EE",54.869755,-6.271879,exact,Mid and East Antrim,,,,,Northern Ireland
,"21/23 CASTLE STREET, BALLYMENA",BT43 7BT,"21/23 CASTLE STREET, BALLYMENA, BT43 7BT",54.863673,-6.275005,exact,Mid and East Antrim,,,,,Northern Ireland
,CUSHENDALL DENTAL SURGERY,BT44 0TE,"GLENS OF ANTRIM MEDICAL CENTRE, 2 GORTACLEE ROAD CUSHENDALL, BT44 0TE",55.075414,-6.058386,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"17/19 MAIN STREET, PORTGLENONE",BT44 8AA,"17/19 MAIN STREET, PORTGLENONE, BT44 8AA",54.873184,-6.475566,exact,Mid and East Antrim,,,,,Northern Ireland
,"58 MAIN STREET, PORTGLENONE",BT44 8HR,"58 MAIN STREET, PORTGLENONE, BT44 8HR",54.873128,-6.479697,exact,Mid and East Antrim,,,,,Northern Ireland
,"32 RAINEY STREET, MAGHERAFELT",BT45 5AQ,"32 RAINEY STREET, MAGHERAFELT, BT45 5AQ",54.755458,-6.609946,exact,Mid Ulster,,,,,Northern Ireland
,"36 KING STREET, MAGHERAFELT",BT45 6AS,"36 KING STREET, MAGHERAFELT, BT45 6AS",54.754851,-6.603256,exact,Mid Ulster,,,,,Northern Ireland
,"11 KIRK AVENUE, MAGHERAFELT,",BT45 6BT,"11 KIRK AVENUE, MAGHERAFELT,, BT45 6BT",54.75393,-6.606736,exact,Mid Ulster,,,,,Northern Ireland
,"11 THE DIAMOND CENTRE, MAGHERAFELT",BT45 6EB,"11 THE DIAMOND CENTRE, MAGHERAFELT, BT45 6EB",54.755902,-6.607135,exact,Mid Ulster,,,,,Northern Ireland
,UNIT 18,BT45 6ED,"THE DIAMOND CENTRE, MAGHERAFELT, BT45 6ED",54.755052,-6.606651,exact,Mid Ulster,,,,,Northern Ireland
,"1ST FLOOR, 40 BALLYRONAN ROAD, MAGHERAFELT",BT45 6EN,"1ST FLOOR, 40 BALLYRONAN ROAD, MAGHERAFELT, BT45 6EN",54.749673,-6.600608,exact,Mid Ulster,,,,,Northern Ireland
,"34 HIGH STREET, DRAPERSTOWN, MAGHERAFELT",BT45 7AA,"34 HIGH STREET, DRAPERSTOWN, MAGHERAFELT, BT45 7AA",54.793978,-6.781934,exact,Mid Ulster,,,,,Northern Ireland
,MAGHERA DENTAL CARE,BT46 5EA,"27 CHURCH STREET, MAGHERA, BT46 5EA",54.842255,-6.667345,exact,Mid Ulster,,,,,Northern Ireland
,"7 WATERSIDE, COLERAINE",BT51 3DP,"7 WATERSIDE, COLERAINE, BT51 3DP",55.132006,-6.676521,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"110 MAIN STREET, GARVAGH, COLERAINE",BT51 5AD,"110 MAIN STREET, GARVAGH, COLERAINE, BT51 5AD",54.984439,-6.687365,exact,Causeway Coast and Glens,,,,,Northern Ireland
,KILREA DENTAL SURGERY,BT51 5QL,"33 MAGHERA STREET, KILREA, BT51 5QL",54.951378,-6.557176,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"39 NEW ROW, COLERAINE",BT52 1AE,"39 NEW ROW, COLERAINE, BT52 1AE",55.129862,-6.670243,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"3 LODGE ROAD, COLERAINE",BT52 1LU,"3 LODGE ROAD, COLERAINE, BT52 1LU",55.131326,-6.666118,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"18 DENTAL, 18 LODGE ROAD, COLERAINE",BT52 1NB,"18 DENTAL, 18 LODGE ROAD, COLERAINE, BT52 1NB",55.131407,-6.665315,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"6 LODGE ROAD, COLERAINE",BT52 1NB,"6 LODGE ROAD, COLERAINE, BT52 1NB",55.131407,-6.665315,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"14 RAILWAY ROAD, COLERAINE",BT52 1PD,"14 RAILWAY ROAD, COLERAINE, BT52 1PD",55.131915,-6.665737,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"58 RAILWAY ROAD, COLERAINE",BT52 1PF,"58 RAILWAY ROAD, COLERAINE, BT52 1PF",55.1339,-6.66404,exact,Causeway Coast and Glens,,,,,Northern Ireland
,CAUSEWAY ORTHO / CENTRE,BT52 1WW,"12 SANDEL VILLAGE, COLERAINE, BT52 1WW",55.115457,-6.638828,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"49 HIGH STREET, BALLYMONEY",BT53 6BG,"49 HIGH STREET, BALLYMONEY, BT53 6BG",55.072195,-6.518184,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"21 PORTRUSH ROAD, BALLYMONEY",BT53 6BX,"21 PORTRUSH ROAD, BALLYMONEY, BT53 6BX",55.077244,-6.52188,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"22 CHARLES STREET, BALLYMONEY",BT53 6DY,"22 CHARLES STREET, BALLYMONEY, BT53 6DY",55.072516,-6.518031,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"25 QUEEN STREET, BALLYMONEY",BT53 6HZ,"25 QUEEN STREET, BALLYMONEY, BT53 6HZ",55.070654,-6.512636,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"5 QUEEN STREET, BALLYMONEY",BT53 6HZ,"5 QUEEN STREET, BALLYMONEY, BT53 6HZ",55.070654,-6.512636,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"79 ANN STREET, BALLYCASTLE",BT54 6AB,"79 ANN STREET, BALLYCASTLE, BT54 6AB",55.202389,-6.247176,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"48 ANN STREET, BALLYCASTLE",BT54 6AD,"48 ANN STREET, BALLYCASTLE, BT54 6AD",55.20201,-6.248905,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"19 CENTRAL AVENUE, PORTSTEWART",BT55 7BP,"19 CENTRAL AVENUE, PORTSTEWART, BT55 7BP",55.186985,-6.712866,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"6A LEVER ROAD, PORTSTEWART,",BT55 7EF,"6A LEVER ROAD, PORTSTEWART,, BT55 7EF",55.182757,-6.716504,exact,Causeway Coast and Glens,,,,,Northern Ireland
,PORTRUSH DENTAL CARE,BT56 8DW,"22 DUNLUCE AVENUE, PORTRUSH, BT56 8DW",55.203251,-6.651965,exact,Causeway Coast and Glens,,,,,Northern Ireland
,"30A FAIRHILL ROAD, COOKSTOWN",BT80 8AG,"30A FAIRHILL ROAD, COOKSTOWN, BT80 8AG",54.64432,-6.747549,exact,Mid Ulster,,,,,Northern Ireland
,DIAMOND DENTAL CLINIC,BT80 8DL,"7 BURN ROAD, COOKSTOWN, BT80 8DL",54.647095,-6.746612,exact,Mid Ulster,,,,,Northern Ireland
,COOKSTOWN FAMILY DENTAL CARE,BT80 8NX,"1ST FLOOR, MOLESWORTH PLACE, MOLESWORTH STREET, BT80 8NX",54.645883,-6.743164,exact,Mid Ulster,,,,,Northern Ireland
,"12 LOY STREET, COOKSTOWN",BT80 8PE,"12 LOY STREET, COOKSTOWN, BT80 8PE",54.643567,-6.744195,exact,Mid Ulster,,,,,Northern Ireland
,"52 LOY STREET, COOKSTOWN",BT80 8PE,"52 LOY STREET, COOKSTOWN, BT80 8PE",54.643567,-6.744195,exact,Mid Ulster,,,,,Northern Ireland
,UNIT 2,BT80 9AD,"3A KILLYCOLP ROAD, COOKSTOWN, BT80 9AD",54.613475,-6.748002,exact,Mid Ulster,,,,,Northern Ireland
,"15 UPPER DUNMURRY LANE, BELFAST",BT17 0AA,"15 UPPER DUNMURRY LANE, BELFAST, BT17 0AA",54.553662,-6.005201,exact,Belfast,,,,,Northern Ireland
,"188 STEWARTSTOWN ROAD, BELFAST",BT17 0LE,"188 STEWARTSTOWN ROAD, BELFAST, BT17 0LE",54.560097,-6.022295,exact,Belfast,,,,,Northern Ireland
,"230 KINGSWAY, BELFAST",BT17 9AE,"230 KINGSWAY, BELFAST, BT17 9AE",54.549968,-6.006741,exact,Belfast,,,,,Northern Ireland
,"107 KINGSWAY, DUNMURRY",BT17 9NS,"107 KINGSWAY, DUNMURRY, BT17 9NS",54.552403,-6.000795,exact,Belfast,,,,,Northern Ireland
,"94-96 HIGH STREET, HOLYWOOD",BT18 9HW,"94-96 HIGH STREET, HOLYWOOD, BT18 9HW",54.639541,-5.837322,exact,Ards and North Down,,,,,Northern Ireland
,"116 HIGH STREET, HOLYWOOD",BT18 9HW,"116 HIGH STREET, HOLYWOOD, BT18 9HW",54.639541,-5.837322,exact,Ards and North Down,,,,,Northern Ireland
,"32 SHORE ROAD, HOLYWOOD",BT18 9HX,"32 SHORE ROAD, HOLYWOOD, BT18 9HX",54.642453,-5.835339,exact,Ards and North Down,,,,,Northern Ireland
,BUPA DENTAL CARE,BT19 1NB,"BANGOR SPRINGHILL, 4A KILLEEN AVENUE, BT19 1NB",54.65529,-5.701148,exact,Ards and North Down,,,,,Northern Ireland
,"1A STATION ROAD, HELENS BAY",BT19 1TN,"1A STATION ROAD, HELENS BAY, BT19 1TN",54.666778,-5.740539,exact,Ards and North Down,,,,,Northern Ireland
,HEALTHODONTIC,BT20 3DU,"38 BRUNSWICK ROAD, BANGOR, BT20 3DU",54.658782,-5.680709,exact,Ards and North Down,,,,,Northern Ireland
,"97 BRUNSWICK ROAD, BANGOR",BT20 3DW,"97 BRUNSWICK ROAD, BANGOR, BT20 3DW",54.659473,-5.684916,exact,Ards and North Down,,,,,Northern Ireland
,"109G CLANDEBOYE ROAD, BANGOR",BT20 3JW,"109G CLANDEBOYE ROAD, BANGOR, BT20 3JW",54.651937,-5.68223,exact,Ards and North Down,,,,,Northern Ireland
,"32 ABBEY STREET, BANGOR",BT20 4JA,"32 ABBEY STREET, BANGOR, BT20 4JA",54.657764,-5.67215,exact,Ards and North Down,,,,,Northern Ireland
,"4 HAMILTON ROAD, BANGOR",BT20 4LE,"4 HAMILTON ROAD, BANGOR, BT20 4LE",54.660642,-5.664359,exact,Ards and North Down,,,,,Northern Ireland
,LIVINGSTON DENTAL HEALTHCARE,BT20 4LE,"38 HAMILTON ROAD, BANGOR, BT20 4LE",54.660642,-5.664359,exact,Ards and North Down,,,,,Northern Ireland
,"42 HAMILTON ROAD, BANGOR",BT20 4LE,"42 HAMILTON ROAD, BANGOR, BT20 4LE",54.660642,-5.664359,exact,Ards and North Down,,,,,Northern Ireland
,NIGEL SMITH DENTAL CARE,BT20 4LN,"107 HAMILTON ROAD, BANGOR, BT20 4LN",54.662098,-5.66023,exact,Ards and North Down,,,,,Northern Ireland
,"64 DONAGHADEE RD, BANGOR",BT20 4QX,"64 DONAGHADEE RD, BANGOR, BT20 4QX",54.661674,-5.653605,exact,Ards and North Down,,,,,Northern Ireland
,"2 BINGHAM LANE, BANGOR",BT20 5DR,"2 BINGHAM LANE, BANGOR, BT20 5DR",54.661169,-5.666995,exact,Ards and North Down,,,,,Northern Ireland
,CASTLEBAWN DENTAL PRACTICE,BT20 5EX,"32-34 VICTORIA ROAD, BANGOR, BT20 5EX",54.665123,-5.666071,exact,Ards and North Down,,,,,Northern Ireland
,"22A GROOMSPORT ROAD, BANGOR",BT20 5LN,"22A GROOMSPORT ROAD, BANGOR, BT20 5LN",54.661554,-5.648807,exact,Ards and North Down,,,,,Northern Ireland
,"13 THE PARADE, DONAGHADEE",BT21 0AE,"13 THE PARADE, DONAGHADEE, BT21 0AE",54.642734,-5.536097,exact,Ards and North Down,,,,,Northern Ireland
,"55/57 HIGH STREET, DONAGHADEE",BT21 0AQ,"55/57 HIGH STREET, DONAGHADEE, BT21 0AQ",54.641374,-5.535978,exact,Ards and North Down,,,,,Northern Ireland
,KIRCUBBIN DENTAL,BT22 2SP,"68 - 70 MAIN STREET, KIRCUBBIN, BT22 2SP",54.488584,-5.534469,exact,Ards and North Down,,,,,Northern Ireland
,"5 NORTH STREET, NEWTOWNARDS",BT23 4DE,"5 NORTH STREET, NEWTOWNARDS, BT23 4DE",54.594917,-5.695499,exact,Ards and North Down,,,,,Northern Ireland
,"10 FRANCES STREET, NEWTOWNARDS,",BT23 4JA,"10 FRANCES STREET, NEWTOWNARDS,, BT23 4JA",54.593988,-5.696248,exact,Ards and North Down,,,,,Northern Ireland
,"63 SOUTH STREET, NEWTOWNARDS,",BT23 4JU,"63 SOUTH STREET, NEWTOWNARDS,, BT23 4JU",54.590413,-5.697285,exact,Ards and North Down,,,,,Northern Ireland
,"16 REGENT STREET, NEWTOWNARDS",BT23 4LH,"16 REGENT STREET, NEWTOWNARDS, BT23 4LH",54.593892,-5.698327,exact,Ards and North Down,,,,,Northern Ireland
,"18 KILLINCHY STREET, COMBER",BT23 5AP,"18 KILLINCHY STREET, COMBER, BT23 5AP",54.548209,-5.744025,exact,Ards and North Down,,,,,Northern Ireland
,VITA DENTAL CARE,BT23 5DY,"5-7 CASTLE STREET, COMBER, BT23 5DY",54.551181,-5.747308,exact,Ards and North Down,,,,,Northern Ireland
,"56 CASTLE STREET, COMBER",BT23 5DZ,"56 CASTLE STREET, COMBER, BT23 5DZ",54.550934,-5.747569,exact,Ards and North Down,,,,,Northern Ireland
,"19 FRANCES STREET, NEWTOWNARDS",BT23 7DW,"19 FRANCES STREET, NEWTOWNARDS, BT23 7DW",54.59344,-5.694391,exact,Ards and North Down,,,,,Northern Ireland
,"14 PORTAFERRY ROAD, NEWTOWNARDS",BT23 8NN,"14 PORTAFERRY ROAD, NEWTOWNARDS, BT23 8NN",54.589605,-5.688836,exact,Ards and North Down,,,,,Northern Ireland
,"16-18 MAIN STREET, SAINTFIELD",BT24 7AA,"16-18 MAIN STREET, SAINTFIELD, BT24 7AA",54.460353,-5.831593,exact,"Newry, Mourne and Down",,,,,Northern Ireland
,"22 MAIN STREET, BALLYNAHINCH",BT24 8DN,"22 MAIN STREET, BALLYNAHINCH, BT24 8DN",54.40336,-5.896179,exact,"Newry, Mourne and Down",,,,,Northern Ireland
,"11 MAIN STREET, BALLYNAHINCH",BT24 8DN,"11 MAIN STREET, BALLYNAHINCH, BT24 8DN",54.40336,-5.896179,exact,"Newry, Mourne and Down",,,,,Northern Ireland
,"22 LISBURN STREET, HILLSBOROUGH",BT26 6AB,"22 LISBURN STREET, HILLSBOROUGH, BT26 6AB",54.463667,-6.08337,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,"29 WALLACE AVENUE, LISBURN",BT27 4AE,"29 WALLACE AVENUE, LISBURN, BT27 4AE",54.514504,-6.03971,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,"112 MOSS ROAD, LAMBEG, LISBURN",BT27 4NU,"112 MOSS ROAD, LAMBEG, LISBURN, BT27 4NU",54.529997,-6.035492,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,"21 SLOAN STREET, LISBURN",BT27 5AG,"21 SLOAN STREET, LISBURN, BT27 5AG",54.509392,-6.035323,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,"1 MANOR DRIVE, LISBURN",BT28 1JH,"1 MANOR DRIVE, LISBURN, BT28 1JH",54.508485,-6.049788,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,"167 MOIRA ROAD, LISBURN",BT28 1RW,"167 MOIRA ROAD, LISBURN, BT28 1RW",54.506305,-6.076325,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,"46 LONGSTONE STREET, LISBURN",BT28 1TP,"46 LONGSTONE STREET, LISBURN, BT28 1TP",54.510165,-6.05363,exact,Lisburn and Castlereagh,,,,,Northern Ireland
